channel,rank,logo,watch_time_m,stream_time_m,peak_viewers,avg_viewers,followers,partnered,mature,language,url,t_subs,start,income,stream_time_h/m
iAMDJiBAY,587,https://static-cdn.jtvnw.net/jtv_user_pictures/d6ba9ab7-b97f-4022-b954-d073b4badbc3-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1064070,11520,421,92,6278,TRUE,TRUE,English,https://www.twitch.tv/iAMDJiBAY/about,120,"Apr 11, 2020",300,64.00
VDJTaShi,589,https://static-cdn.jtvnw.net/jtv_user_pictures/0c003566-08de-4ac7-b49b-3223e001c4e7-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1061685,16500,207,64,8817,TRUE,TRUE,Japanese,https://www.twitch.tv/VDJTaShi/about,37,"Mar 27, 2020",92.5,91.67
DjMissNinja,593,https://static-cdn.jtvnw.net/jtv_user_pictures/f13e25bd-db89-41c5-a952-f3c7dcf141d4-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1055895,7425,591,142,28158,TRUE,TRUE,English,https://www.twitch.tv/DjMissNinja/about,17,"Oct 17, 2018",42.5,41.25
ExtravaganzaRadio,594,https://static-cdn.jtvnw.net/jtv_user_pictures/457efaf8-3ff7-48b0-9d70-68ce9c055e83-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1054575,11760,848,90,2024,FALSE,FALSE,Romanian,https://www.twitch.tv/ExtravaganzaRadio/about,10,"Jan 14, 2021",25,65.33
DJOMINAYA,596,https://static-cdn.jtvnw.net/jtv_user_pictures/de641d4f-a860-457d-b4bf-cf4175fbf41a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1046940,13140,235,80,4509,TRUE,FALSE,English,https://www.twitch.tv/DJOMINAYA/about,223,"May 1, 2020",557.5,73.00
MamaDre69,597,https://static-cdn.jtvnw.net/jtv_user_pictures/ac53c8ea-1c05-425c-b93d-370332fc0aa0-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1042575,24390,486,43,3147,FALSE,FALSE,English,https://www.twitch.tv/MamaDre69/about,126,"Mar 30, 2020",315,135.50
EtownJunglists,599,https://static-cdn.jtvnw.net/jtv_user_pictures/18a625be-c9f4-4408-9fe7-526940a2a766-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1041495,15315,206,68,4667,TRUE,FALSE,English,https://www.twitch.tv/EtownJunglists/about,109,"Mar 22, 2020",272.5,85.08
southeymusic,600,https://static-cdn.jtvnw.net/jtv_user_pictures/11d18083-ecec-43da-ae1e-a52bb43ea4ce-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1041345,9705,706,107,9884,TRUE,FALSE,English,https://www.twitch.tv/southeymusic/about,384,"Aug 13, 2018",960,53.92
JesseBoy,602,https://static-cdn.jtvnw.net/jtv_user_pictures/0cb3dbfc-7d4b-46ba-824c-43152cba7e1b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1040025,225,7909,4622,19261,TRUE,FALSE,Spanish,https://www.twitch.tv/JesseBoy/about,13,"Apr 17, 2020",32.5,1.25
HONEYCOMBeatbox,604,https://static-cdn.jtvnw.net/jtv_user_pictures/7cac9de7-e839-4d96-afb2-4c5db59894d1-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1033050,9285,1088,111,7089,FALSE,FALSE,English,https://www.twitch.tv/HONEYCOMBeatbox/about,239,"Nov 19, 2014",597.5,51.58
sashiBOOM,607,https://static-cdn.jtvnw.net/jtv_user_pictures/61da86ac-985c-4590-8cf1-3ea906529252-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1030440,12225,814,84,6678,TRUE,TRUE,English,https://www.twitch.tv/sashiBOOM/about,330,"Sep 19, 2020",825,67.92
ZeROBADASS,611,https://static-cdn.jtvnw.net/jtv_user_pictures/da4d03df-73d9-42f4-8b84-cd986cb93014-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1020015,525,2726,1943,482609,TRUE,FALSE,Portuguese,https://www.twitch.tv/ZeROBADASS/about,1313,"Feb 26, 2012",3282.5,2.92
DJ_Yula,612,https://static-cdn.jtvnw.net/jtv_user_pictures/b4133043-0be7-43f8-a94c-1ce617ba8cc3-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100,1019550,15630,336,65,3689,FALSE,TRUE,English,https://www.twitch.tv/DJ_Yula/about,181,"Feb 20, 2019",452.5,86.83
DJBILLBH,614,https://static-cdn.jtvnw.net/jtv_user_pictures/f3b980df-0e7f-43af-b29d-c5fe8b566a25-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1018440,20085,380,51,7887,FALSE,TRUE,English,https://www.twitch.tv/DJBILLBH/about,94,"May 16, 2020",235,111.58
SamanthaTaylorMusic,617,https://static-cdn.jtvnw.net/jtv_user_pictures/43428247-ff59-45f3-a377-c78dce9d32a5-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1009605,7215,2484,140,12118,TRUE,TRUE,English,https://www.twitch.tv/SamanthaTaylorMusic/about,35,"Nov 11, 2020",87.5,40.08
DJ_Ghost_Rayder,618,https://static-cdn.jtvnw.net/jtv_user_pictures/f8808ce7-3a71-457e-af7f-dea367daeb0c-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1000305,21015,533,48,2879,FALSE,TRUE,German,https://www.twitch.tv/DJ_Ghost_Rayder/about,479,"Apr 24, 2020",1197.5,116.75
SkipNhO,621,https://static-cdn.jtvnw.net/jtv_user_pictures/80c7f68d-8d5e-45cd-a228-65466e37205f-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100,991530,2430,2620,408,1198844,TRUE,FALSE,Portuguese,https://www.twitch.tv/SkipNhO/about,374,"Jun 2, 2014",935,13.50
norkstyle,623,https://static-cdn.jtvnw.net/jtv_user_pictures/117f0d9f-b7f7-4946-8836-a76683afb66a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,982620,12030,220,82,6809,FALSE,FALSE,Spanish,https://www.twitch.tv/norkstyle/about,65,"Mar 24, 2019",162.5,66.83
kitsch,627,https://static-cdn.jtvnw.net/jtv_user_pictures/d4184f53-a902-40c2-ae6b-9b5d89cc5995-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,975630,8235,827,118,13003,TRUE,FALSE,English,https://www.twitch.tv/kitsch/about,1600,"Oct 27, 2015",4000,45.75
Insomniac_rap,629,https://static-cdn.jtvnw.net/jtv_user_pictures/b45be302-2642-41d3-a096-f0830a814258-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100,972105,19980,238,49,14904,FALSE,FALSE,English,https://www.twitch.tv/Insomniac_rap/about,192,"Jan 8, 2018",480,111.00
DJEverett1996,630,https://static-cdn.jtvnw.net/jtv_user_pictures/bae9a96e-5b43-49ba-a9e0-cf798d21b424-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,971970,19575,105,50,2527,FALSE,FALSE,English,https://www.twitch.tv/DJEverett1996/about,77,"Nov 18, 2017",192.5,108.75
Mind1,631,https://static-cdn.jtvnw.net/jtv_user_pictures/599e2b09-2c68-468e-bb75-2d78c4fb13f6-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,968310,5175,337,187,11574,TRUE,TRUE,English,https://www.twitch.tv/Mind1/about,260,"Oct 25, 2016",650,28.75
LilyPita,632,https://static-cdn.jtvnw.net/jtv_user_pictures/1f23d0e2-c243-4777-bc54-079cdd2fda11-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,966240,9915,318,97,6488,TRUE,FALSE,English,https://www.twitch.tv/LilyPita/about,131,"Sep 3, 2020",327.5,55.08
OfficialMikeShinoda,633,https://static-cdn.jtvnw.net/jtv_user_pictures/f5e42366-2197-4450-aad5-67d0e7cbdbfb-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,962985,945,2606,1019,175307,TRUE,FALSE,English,https://www.twitch.tv/OfficialMikeShinoda/about,2200,"Mar 17, 2020",5500,5.25
ChewieMelodies,634,https://static-cdn.jtvnw.net/jtv_user_pictures/eb7b3231-a3c1-4198-b67e-c53453d3f98f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,960105,3825,713,251,86109,TRUE,FALSE,English,https://www.twitch.tv/ChewieMelodies/about,2600,"Aug 2, 2014",6500,21.25
ThatDifferentDj,635,https://static-cdn.jtvnw.net/jtv_user_pictures/0af0554f-c874-4f40-9f0c-cc33ff2cf39f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,956400,11430,183,84,5502,FALSE,TRUE,English,https://www.twitch.tv/ThatDifferentDj/about,102,"Apr 15, 2020",255,63.50
CarteBlanche88,636,https://static-cdn.jtvnw.net/jtv_user_pictures/b46eebbc-d652-4377-9803-935f9bd55e71-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,956190,17430,158,55,3483,FALSE,TRUE,English,https://www.twitch.tv/CarteBlanche88/about,34,"May 7, 2020",85,96.83
mattsuarezmusic,638,https://static-cdn.jtvnw.net/jtv_user_pictures/20d2313b-ea8f-4650-863e-833287dbbf67-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,954465,16080,503,59,5824,TRUE,FALSE,English,https://www.twitch.tv/mattsuarezmusic/about,16,"Mar 13, 2018",40,89.33
AlbinaOfficial,640,https://static-cdn.jtvnw.net/jtv_user_pictures/1901a1e5-6c3f-43bc-a1ed-110e7c1a48d3-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,945285,10365,862,91,8390,TRUE,FALSE,English,https://www.twitch.tv/AlbinaOfficial/about,719,"Dec 23, 2020",1797.5,57.58
ninimusic1001,642,https://static-cdn.jtvnw.net/jtv_user_pictures/431314a4-b8e5-42fb-ba81-9aeb3f0cc04e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,936480,8250,1519,114,8684,FALSE,FALSE,English,https://www.twitch.tv/ninimusic1001/about,277,"Oct 8, 2019",692.5,45.83
OtterlyMusic,646,https://static-cdn.jtvnw.net/jtv_user_pictures/540f78e0-1052-4dbd-aef1-3e008f785e8f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,935055,11490,696,81,5796,FALSE,FALSE,English,https://www.twitch.tv/OtterlyMusic/about,384,"May 11, 2020",960,63.83
FeierBockTv,647,https://static-cdn.jtvnw.net/jtv_user_pictures/74f38e17-b7fb-4a1d-a716-2d2aa4a24d22-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,934005,12585,284,74,3358,FALSE,TRUE,German,https://www.twitch.tv/FeierBockTv/about,144,"Mar 17, 2020",360,69.92
djmikeydejonker,648,https://static-cdn.jtvnw.net/jtv_user_pictures/104e50a1-e51d-44e2-bf9b-043776155e6e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,929190,25965,1053,36,1541,FALSE,TRUE,English,https://www.twitch.tv/djmikeydejonker/about,65,"Jan 12, 2021",162.5,144.25
jvna,650,https://static-cdn.jtvnw.net/jtv_user_pictures/18c5e9b0-b81f-4ce7-b912-008d235844e3-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,923340,2145,893,430,94955,TRUE,FALSE,English,https://www.twitch.tv/jvna/about,2000,"Jan 18, 2018",5000,11.92
MermaidUnicorn,651,https://static-cdn.jtvnw.net/jtv_user_pictures/225b4dad-33cd-47a9-8360-fdfe41c527ce-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100,918960,4845,874,190,46737,TRUE,FALSE,English,https://www.twitch.tv/MermaidUnicorn/about,3000,"Mar 17, 2018",7500,26.92
4GAARD,652,https://static-cdn.jtvnw.net/jtv_user_pictures/117b7255-8620-4641-aa11-b6948c15cf1d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,918690,7530,415,122,10132,TRUE,TRUE,English,https://www.twitch.tv/4GAARD/about,20,"Dec 27, 2019",50,41.83
CR_rion,654,https://static-cdn.jtvnw.net/jtv_user_pictures/b2cf8fce-d632-4d42-98e4-5c71689c4cb4-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,914010,780,1950,1172,74933,TRUE,FALSE,Japanese,https://www.twitch.tv/CR_rion/about,247,"Mar 25, 2017",617.5,4.33
djilluzion,656,https://static-cdn.jtvnw.net/jtv_user_pictures/11d954d2-4d49-464a-91c7-555a04631b66-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,907290,10065,218,90,4377,TRUE,FALSE,English,https://www.twitch.tv/djilluzion/about,55,"May 15, 2020",137.5,55.92
This_Is_AND,658,https://static-cdn.jtvnw.net/jtv_user_pictures/8eea562c-7c98-49b7-ac1d-9179d340a0ab-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,905550,11805,424,77,13515,TRUE,TRUE,German,https://www.twitch.tv/This_Is_AND/about,152,"Mar 5, 2014",380,65.58
Bobczak,659,https://static-cdn.jtvnw.net/jtv_user_pictures/4dd24f78-9c24-46cb-9d75-36eb7476d3e2-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,904830,8955,333,101,11325,TRUE,FALSE,English,https://www.twitch.tv/Bobczak/about,124,"Dec 13, 2012",310,49.75
jonathanymusic,661,https://static-cdn.jtvnw.net/jtv_user_pictures/754c3cea-5ec4-4afd-9a07-1db77cf7cae4-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,901710,5745,490,157,11958,FALSE,TRUE,English,https://www.twitch.tv/jonathanymusic/about,73,"Aug 2, 2015",182.5,31.92
EricaNagashima,663,https://static-cdn.jtvnw.net/jtv_user_pictures/857136d9-f6ac-403d-ba2d-48a63e78fe29-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100,900690,4260,1140,211,20604,TRUE,FALSE,English,https://www.twitch.tv/EricaNagashima/about,472,"Jan 7, 2019",1180,23.67
Shotgun_Shima,664,https://static-cdn.jtvnw.net/jtv_user_pictures/8f2b5c21-a12c-4f36-91fe-90309b470a8a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,899160,11535,255,78,4893,FALSE,FALSE,English,https://www.twitch.tv/Shotgun_Shima/about,137,"May 17, 2020",342.5,64.08
DJLaniLove,666,https://static-cdn.jtvnw.net/jtv_user_pictures/b20f62d8-07be-49a7-bbb2-bf76db45421a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,897900,5625,458,160,16920,TRUE,FALSE,English,https://www.twitch.tv/DJLaniLove/about,35,"Nov 20, 2017",87.5,31.25
ArielPetrie,670,https://static-cdn.jtvnw.net/jtv_user_pictures/66538d2a-fafd-4097-86fd-9e162726dcc5-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,895050,4935,2920,181,8990,TRUE,FALSE,English,https://www.twitch.tv/ArielPetrie/about,65,"Oct 23, 2014",162.5,27.42
davidfrankdrums,675,https://static-cdn.jtvnw.net/jtv_user_pictures/07bb40d3-a55a-4b7f-b0f9-35eda522f845-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,891330,17430,474,51,13886,FALSE,FALSE,English,https://www.twitch.tv/davidfrankdrums/about,580,"May 30, 2019",1450,96.83
moniquewinning,677,https://static-cdn.jtvnw.net/jtv_user_pictures/f8444444-3458-4da4-b6e3-b5d6036e32cb-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,889890,11505,2970,77,4068,TRUE,FALSE,English,https://www.twitch.tv/moniquewinning/about,7,"Aug 3, 2021",17.5,63.92
KristiKates,679,https://static-cdn.jtvnw.net/jtv_user_pictures/85743ca1-d86a-4746-89a9-e8c8fba0a242-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,880500,7995,1643,110,12692,TRUE,FALSE,English,https://www.twitch.tv/KristiKates/about,1800,"Jan 18, 2015",4500,44.42
DJMeloD,680,https://static-cdn.jtvnw.net/jtv_user_pictures/893b3c01-9bfc-44eb-b917-2b7a80edbbd5-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,879795,5115,503,172,15334,TRUE,FALSE,English,https://www.twitch.tv/DJMeloD/about,169,"Feb 16, 2016",422.5,28.42
TrizPariz,684,https://static-cdn.jtvnw.net/jtv_user_pictures/f7cb6d2f-bfa3-4425-8676-93f8babb3104-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,874860,135,8331,6480,350077,TRUE,FALSE,Portuguese,https://www.twitch.tv/TrizPariz/about,634,"Mar 3, 2019",1585,0.75
Harddried,689,https://static-cdn.jtvnw.net/jtv_user_pictures/1589bc8d-8357-4fa5-be91-c62469232b7a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,867795,9615,485,90,5020,FALSE,TRUE,German,https://www.twitch.tv/Harddried/about,40,"Aug 12, 2017",100,53.42
karacomparetto,690,https://static-cdn.jtvnw.net/jtv_user_pictures/a1e5b5e4-4e5c-499b-918b-6da8db8be48a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,864285,4545,483,190,12761,TRUE,FALSE,English,https://www.twitch.tv/karacomparetto/about,42,"Jan 29, 2019",105,25.25
DjAmber_D,692,https://static-cdn.jtvnw.net/jtv_user_pictures/1312ee64-14c2-4154-9fae-02c5e7ba59d1-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,863655,12405,322,70,11491,FALSE,TRUE,English,https://www.twitch.tv/DjAmber_D/about,254,"Apr 25, 2015",635,68.92
MandyPrater,693,https://static-cdn.jtvnw.net/jtv_user_pictures/9e06dcd8-4c57-410c-93e3-186ecb18dea6-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,863325,8445,494,102,6851,TRUE,FALSE,English,https://www.twitch.tv/MandyPrater/about,97,"Aug 5, 2020",242.5,46.92
djmorsecode,694,https://static-cdn.jtvnw.net/jtv_user_pictures/f9ca8eec-3366-44da-bbcf-9f5f7a58a8e7-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,862935,8580,1524,101,7186,TRUE,FALSE,English,https://www.twitch.tv/djmorsecode/about,66,"Apr 23, 2020",165,47.67
inthezoneentertainment,695,https://static-cdn.jtvnw.net/jtv_user_pictures/6b417555-b3ad-4979-b0e3-93766ca5b12e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,861435,42195,339,20,1889,FALSE,FALSE,English,https://www.twitch.tv/inthezoneentertainment/about,35,"Aug 14, 2019",87.5,234.42
aihhho,696,https://static-cdn.jtvnw.net/jtv_user_pictures/28b36e22-b11d-4e91-9bc9-9fc6f0a20be0-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,861405,5925,246,145,35138,TRUE,FALSE,Russian,https://www.twitch.tv/aihhho/about,300,"Apr 24, 2017",750,32.92
DJ_BreckOne,699,https://static-cdn.jtvnw.net/jtv_user_pictures/292d915b-5168-401c-844e-eb415849aa28-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,856650,12585,247,68,4418,FALSE,FALSE,English,https://www.twitch.tv/DJ_BreckOne/about,200,"Apr 6, 2020",500,69.92
TobiGiri,702,https://static-cdn.jtvnw.net/jtv_user_pictures/5390e614-1f51-4d62-95d3-784043a6fbd8-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,854640,20565,113,42,3429,FALSE,TRUE,English,https://www.twitch.tv/TobiGiri/about,79,"Jun 10, 2020",197.5,114.25
Nifra,703,https://static-cdn.jtvnw.net/jtv_user_pictures/b0b4c30a-1244-4506-8160-e0299925225f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,854295,3540,492,241,16058,TRUE,FALSE,English,https://www.twitch.tv/Nifra/about,125,"Mar 19, 2020",312.5,19.67
DJPoLiSHXL,704,https://static-cdn.jtvnw.net/jtv_user_pictures/d3eb1a61-fd2d-4641-a1da-6606a63628dd-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,853530,8610,208,99,5522,TRUE,FALSE,English,https://www.twitch.tv/DJPoLiSHXL/about,90,"Nov 26, 2020",225,47.83
WastedPenguinzOfficial,705,https://static-cdn.jtvnw.net/jtv_user_pictures/acc22918-fb3d-445b-b904-8161a63d4505-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,852810,6450,293,132,4969,TRUE,FALSE,English,https://www.twitch.tv/WastedPenguinzOfficial/about,262,"Mar 8, 2017",655,35.83
NViolentOfficial,706,https://static-cdn.jtvnw.net/jtv_user_pictures/711f464b-6591-47cf-9540-16ae5478f206-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,851175,4050,593,210,21610,TRUE,TRUE,German,https://www.twitch.tv/NViolentOfficial/about,300,"Mar 18, 2016",750,22.50
RechtEckOhneEcken,708,https://static-cdn.jtvnw.net/jtv_user_pictures/1b9d933c-fac1-4a91-9b94-fc6b0972efe9-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,850905,9825,630,87,46097,TRUE,FALSE,German,https://www.twitch.tv/RechtEckOhneEcken/about,1200,"Mar 17, 2016",3000,54.58
dehnismaster,709,https://static-cdn.jtvnw.net/jtv_user_pictures/782aff10-209d-4a5f-b303-487f69ffb527-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,849390,25500,90,33,6339,FALSE,FALSE,Spanish,https://www.twitch.tv/dehnismaster/about,20,"Jan 28, 2021",50,141.67
itsGemmaEdwards,710,https://static-cdn.jtvnw.net/jtv_user_pictures/21d220fb-f477-4180-8d01-27e65e9b6a5b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,848910,4290,338,198,8721,TRUE,FALSE,English,https://www.twitch.tv/itsGemmaEdwards/about,30,"Mar 17, 2020",75,23.83
Xaeela,712,https://static-cdn.jtvnw.net/jtv_user_pictures/80668d50-7391-4fbc-acdd-a6cda4e40b87-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,847545,8115,446,104,6608,TRUE,FALSE,English,https://www.twitch.tv/Xaeela/about,65,"Jul 3, 2020",162.5,45.08
BlakeGer,713,https://static-cdn.jtvnw.net/jtv_user_pictures/a6dcf402-6f48-4e9b-97b2-8333cdbb3c8b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,847485,12570,1122,67,6315,FALSE,FALSE,German,https://www.twitch.tv/BlakeGer/about,5,"Jul 29, 2015",12.5,69.83
DJ_Attila,714,https://static-cdn.jtvnw.net/jtv_user_pictures/0e626f32-64a6-4ea6-8f6a-e61a2845dd35-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,846285,10260,195,82,5122,FALSE,TRUE,German,https://www.twitch.tv/DJ_Attila/about,78,"Jan 8, 2020",195,57.00
Kintsuku,715,https://static-cdn.jtvnw.net/jtv_user_pictures/e1e94b82-bd0e-4ff8-8032-41c9a98ae219-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,844635,4155,2355,203,11885,TRUE,FALSE,English,https://www.twitch.tv/Kintsuku/about,250,"Mar 27, 2018",625,23.08
Matu,717,https://static-cdn.jtvnw.net/jtv_user_pictures/a3fe00cc-76dd-4f98-a301-9fb9ed564a12-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,842880,10770,432,78,24289,TRUE,FALSE,English,https://www.twitch.tv/Matu/about,110,"Jun 2, 2015",275,59.83
FullblastRadio,720,https://static-cdn.jtvnw.net/jtv_user_pictures/208213b2-751e-4560-adff-455ace100074-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,841185,22755,177,37,4113,FALSE,FALSE,English,https://www.twitch.tv/FullblastRadio/about,28,"Mar 30, 2017",70,126.42
justyle,721,https://static-cdn.jtvnw.net/jtv_user_pictures/4afefbf3-5dad-429d-ac75-b87e75f82e0d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,839760,7155,566,117,8685,TRUE,TRUE,English,https://www.twitch.tv/justyle/about,900,"Nov 17, 2014",2250,39.75
DjChadFox,723,https://static-cdn.jtvnw.net/jtv_user_pictures/8fe99e24-d941-49f2-9c34-2c525b14f536-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,838770,15240,155,55,4909,TRUE,TRUE,English,https://www.twitch.tv/DjChadFox/about,526,"Mar 18, 2020",1315,84.67
CourtneyVisser,724,https://static-cdn.jtvnw.net/jtv_user_pictures/3c5ad4ba-1fa2-48fe-848d-338598044a95-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,838590,12330,475,68,7270,TRUE,FALSE,English,https://www.twitch.tv/CourtneyVisser/about,151,"Mar 21, 2020",377.5,68.50
CELEBRITYDRU,725,https://static-cdn.jtvnw.net/jtv_user_pictures/295acdb2-8ed4-4ad8-93eb-7e51d48a9925-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,838275,8970,386,93,6359,TRUE,FALSE,English,https://www.twitch.tv/CELEBRITYDRU/about,89,"Mar 24, 2020",222.5,49.83
yorubasoultv,727,https://static-cdn.jtvnw.net/jtv_user_pictures/381704aa-06d3-453c-9b05-74beabe27069-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,833130,12090,245,69,6563,TRUE,FALSE,English,https://www.twitch.tv/yorubasoultv/about,71,"Apr 2, 2020",177.5,67.17
MOZG888VADIM,730,https://static-cdn.jtvnw.net/jtv_user_pictures/4cb506e2-7d8c-4c70-bf52-f3d185c75ef6-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,829020,7965,1935,104,72532,TRUE,FALSE,English,https://www.twitch.tv/MOZG888VADIM/about,1600,"May 29, 2015",4000,44.25
LeeBuxton,732,https://static-cdn.jtvnw.net/jtv_user_pictures/88913baa-ee7d-4873-8d91-f029b7f1103d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,824880,14520,257,57,3986,FALSE,TRUE,English,https://www.twitch.tv/LeeBuxton/about,140,"Apr 7, 2020",350,80.67
Himechin,733,https://static-cdn.jtvnw.net/jtv_user_pictures/68274b74-5429-44f2-8bd9-aafa6ea1c1b9-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,824655,8295,342,99,25741,TRUE,FALSE,English,https://www.twitch.tv/Himechin/about,48,"May 8, 2016",120,46.08
almightyjay,735,https://static-cdn.jtvnw.net/jtv_user_pictures/ef54dd59-af34-4a25-b1cb-674717e7c329-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,821115,1620,1198,507,168673,TRUE,FALSE,English,https://www.twitch.tv/almightyjay/about,43,"Jan 5, 2018",107.5,9.00
FREAKNOFREAK,736,https://static-cdn.jtvnw.net/jtv_user_pictures/753df465-f413-49e0-a40b-6d9ca1fdbbea-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,820230,5205,575,158,57064,TRUE,FALSE,Russian,https://www.twitch.tv/FREAKNOFREAK/about,100,"Jun 8, 2015",250,28.92
JimGamesLive,739,https://static-cdn.jtvnw.net/jtv_user_pictures/2a621972-9ece-4f5c-9295-0eaacf94f793-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,817875,4710,656,174,4356,FALSE,FALSE,English,https://www.twitch.tv/JimGamesLive/about,20,"Feb 26, 2019",50,26.17
