channel,rank,logo,watch_time_m,stream_time_m,peak_viewers,avg_viewers,followers,partnered,mature,language,url,t_subs,start,income,stream_time_h/m
BALKONPARTY_IM_WOHNZIMMER,282,https://static-cdn.jtvnw.net/jtv_user_pictures/a7d34511-9961-40d0-8b38-bfba62e88fb2-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,2298540,18930,351,121,5025,FALSE,FALSE,German,https://www.twitch.tv/BALKONPARTY_IM_WOHNZIMMER/about,361,"Nov 29, 2020",902.5,105.17
soulinthehorn,283,https://static-cdn.jtvnw.net/jtv_user_pictures/bd3801dc-1b0a-4ecb-ba3c-f1ff71100035-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,2279415,15495,582,147,16505,TRUE,FALSE,English,https://www.twitch.tv/soulinthehorn/about,157,"Apr 4, 2020",392.5,86.08
Raquel,284,https://static-cdn.jtvnw.net/jtv_user_pictures/8a9b2c9c-05da-4417-afd6-ecfa5927acfd-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,2279190,5265,6521,433,61800,TRUE,FALSE,English,https://www.twitch.tv/Raquel/about,2800,"Jun 21, 2016",7000,29.25
Pandrezz,285,https://static-cdn.jtvnw.net/jtv_user_pictures/35ef28c5-7823-475d-a7c1-64e34277cace-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,2270100,4155,2604,546,36101,TRUE,FALSE,French,https://www.twitch.tv/Pandrezz/about,125,"Aug 9, 2015",312.5,23.08
Spursito,288,https://static-cdn.jtvnw.net/jtv_user_pictures/01cafc14-0477-4f4d-a4d1-655058922ff6-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,2259660,180,17932,12554,936131,TRUE,FALSE,Spanish,https://www.twitch.tv/Spursito/about,730,"Oct 15, 2015",1825,1.00
lilypichu,291,https://static-cdn.jtvnw.net/jtv_user_pictures/lilypichu-profile_image-9a1ba797a9721716-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,2248095,375,11303,5995,2401595,TRUE,FALSE,English,https://www.twitch.tv/lilypichu/about,2710,"Jun 6, 2012",6775,2.08
MattWaldenAC,294,https://static-cdn.jtvnw.net/jtv_user_pictures/e305b356-11e3-4074-9944-a57653f431d8-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,2233470,10260,3280,218,20704,TRUE,FALSE,English,https://www.twitch.tv/MattWaldenAC/about,400,"Sep 8, 2018",1000,57.00
CanKahveci,295,https://static-cdn.jtvnw.net/jtv_user_pictures/739e8c3d-42c4-4796-8948-73c024464040-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,2228595,8685,3831,257,20081,TRUE,FALSE,Turkish,https://www.twitch.tv/CanKahveci/about,1030,"Jan 3, 2019",2575,48.25
JordinLaine,298,https://static-cdn.jtvnw.net/jtv_user_pictures/1b5fb168-94d2-45ce-aa62-81f7bb997e8b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,2216775,8460,1309,262,33650,TRUE,FALSE,English,https://www.twitch.tv/JordinLaine/about,517,"Apr 15, 2019",1292.5,47.00
Makineros90,299,https://static-cdn.jtvnw.net/jtv_user_pictures/57d2a642-99ea-4c78-a581-7d868e231739-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,2196885,2145,5729,1024,29633,TRUE,FALSE,Spanish,https://www.twitch.tv/Makineros90/about,225,"Feb 15, 2017",562.5,11.92
VlastimilVibes,300,https://static-cdn.jtvnw.net/jtv_user_pictures/3d05e30a-8ca3-4e4b-a9cd-e74e7df865f9-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,2183970,27390,380,80,4062,FALSE,FALSE,English,https://www.twitch.tv/VlastimilVibes/about,131,"Aug 12, 2020",327.5,152.17
chrisundermind,303,https://static-cdn.jtvnw.net/jtv_user_pictures/74b06595-0c23-4061-a304-f1052f789240-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,2165115,19110,387,113,4306,TRUE,FALSE,English,https://www.twitch.tv/chrisundermind/about,246,"Mar 19, 2020",615,106.17
supercatkei,304,https://static-cdn.jtvnw.net/jtv_user_pictures/d841893c-bd54-4099-bda6-935302b0f266-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,2163120,4365,3942,496,40701,TRUE,FALSE,English,https://www.twitch.tv/supercatkei/about,415,"Feb 4, 2019",1037.5,24.25
DJSlave1,306,https://static-cdn.jtvnw.net/jtv_user_pictures/f2623204-158a-4b62-85a8-e06150b47382-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,2152830,13020,895,165,14477,TRUE,TRUE,English,https://www.twitch.tv/DJSlave1/about,3200,"Mar 15, 2020",8000,72.33
faezaria,307,https://static-cdn.jtvnw.net/jtv_user_pictures/9d40c484-c8a9-4e76-a7e9-b755f024c357-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,2151900,5760,7258,374,46616,TRUE,FALSE,English,https://www.twitch.tv/faezaria/about,164,"Jan 16, 2015",410,32.00
66Samus,309,https://static-cdn.jtvnw.net/jtv_user_pictures/7f827cc1-c467-4af9-8561-794332d88a59-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,2138280,6885,4656,311,41807,TRUE,FALSE,English,https://www.twitch.tv/66Samus/about,1000,"Jan 6, 2018",2500,38.25
lucidmonday,310,https://static-cdn.jtvnw.net/jtv_user_pictures/011305f1-39ed-4ddd-87ec-80d6ecd701c8-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,2130210,10575,2908,201,2853,TRUE,FALSE,English,https://www.twitch.tv/lucidmonday/about,14,"Apr 2, 2020",35,58.75
MissJuneDJ,312,https://static-cdn.jtvnw.net/jtv_user_pictures/385ae61d-674b-4c06-9503-eeb62911d82b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,2098410,7005,1353,300,26579,TRUE,TRUE,German,https://www.twitch.tv/MissJuneDJ/about,172,"Apr 26, 2016",430,38.92
SelectaJinx,313,https://static-cdn.jtvnw.net/jtv_user_pictures/4f1ca438-aa8b-484b-9e73-8b47e4a054f4-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,2086140,9705,480,215,11319,TRUE,FALSE,English,https://www.twitch.tv/SelectaJinx/about,389,"Apr 23, 2020",972.5,53.92
GeneHoglan,315,https://static-cdn.jtvnw.net/jtv_user_pictures/faf1d8fc-ca01-4f2a-98b5-e384c203056b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,2074230,7935,3061,261,13627,FALSE,FALSE,English,https://www.twitch.tv/GeneHoglan/about,89,"Apr 20, 2020",222.5,44.08
shortkut,316,https://static-cdn.jtvnw.net/jtv_user_pictures/3e2cd974-7e2a-4f75-aff4-d3ee5b873ee5-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,2072790,9990,610,207,27597,TRUE,FALSE,English,https://www.twitch.tv/shortkut/about,1,"Mar 17, 2020",2.5,55.50
Ann_Yazkova,318,https://static-cdn.jtvnw.net/jtv_user_pictures/ae1439d7-60f0-4ca0-8597-9d022935e616-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,2066265,11295,431,183,7055,TRUE,FALSE,English,https://www.twitch.tv/Ann_Yazkova/about,296,"Mar 5, 2021",740,62.75
SethDrums,320,https://static-cdn.jtvnw.net/jtv_user_pictures/23182471-7147-435f-b3b1-62b75ecea57e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,2057595,8430,3562,244,69436,TRUE,FALSE,English,https://www.twitch.tv/SethDrums/about,1051,"Feb 6, 2017",2627.5,46.83
MysterySchoolUS,321,https://static-cdn.jtvnw.net/jtv_user_pictures/41cfc5e6-a196-42c1-81ec-5c586a191100-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,2054070,1890,13952,1087,22441,TRUE,FALSE,English,https://www.twitch.tv/MysterySchoolUS/about,4200,"Aug 28, 2018",10500,10.50
MeadowFox,327,https://static-cdn.jtvnw.net/jtv_user_pictures/34945c8d-c021-4c14-8d83-eefcba8546ad-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,2032215,3525,4509,577,11398,TRUE,FALSE,English,https://www.twitch.tv/MeadowFox/about,1400,"Mar 8, 2017",3500,19.58
zzzorza,328,https://static-cdn.jtvnw.net/jtv_user_pictures/b9e05ecc-d934-4b12-a955-d36e84af8ca5-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,2031690,8865,1181,229,9773,TRUE,FALSE,English,https://www.twitch.tv/zzzorza/about,258,"Mar 18, 2020",645,49.25
80sDanceParty,332,https://static-cdn.jtvnw.net/jtv_user_pictures/7b97078b-dd77-4077-82a3-060bc42d7902-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,2006190,18660,314,108,10213,FALSE,FALSE,English,https://www.twitch.tv/80sDanceParty/about,10,"Apr 19, 2020",25,103.67
KROGMANN,334,https://static-cdn.jtvnw.net/jtv_user_pictures/3b0a115a-de43-4fd6-9962-8e8e3a79bbfe-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1994070,4245,1984,470,36681,TRUE,TRUE,German,https://www.twitch.tv/KROGMANN/about,52,"Apr 20, 2015",130,23.58
NoCopyrightSounds,335,https://static-cdn.jtvnw.net/jtv_user_pictures/b143659e-7bb7-4f7c-aefb-8f6d21bf742a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1992150,109440,243,18,210540,TRUE,FALSE,English,https://www.twitch.tv/NoCopyrightSounds/about,10,"Jul 20, 2013",25,608.00
GrantTruesdellUTA,337,https://static-cdn.jtvnw.net/jtv_user_pictures/fbc053d5-28b9-472e-a218-55d37cec1b1e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1976025,7290,2881,271,5818,TRUE,FALSE,English,https://www.twitch.tv/GrantTruesdellUTA/about,1327,"Mar 26, 2020",3317.5,40.50
Musicman1017,339,https://static-cdn.jtvnw.net/jtv_user_pictures/7bdb636d-02b1-4166-8519-a0c244f99b95-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1959045,2115,9365,926,17027,TRUE,FALSE,English,https://www.twitch.tv/Musicman1017/about,422,"Mar 19, 2020",1055,11.75
Hamooniii,340,https://static-cdn.jtvnw.net/jtv_user_pictures/d4754201-4d71-4056-9f54-cc391bbd441c-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1948185,14580,927,134,6594,TRUE,FALSE,English,https://www.twitch.tv/Hamooniii/about,593,"May 2, 2020",1482.5,81.00
sayanoe,341,https://static-cdn.jtvnw.net/jtv_user_pictures/ce2f7dc4-64ce-4ba9-b6e0-6096053f6d79-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1943160,6690,1151,290,41350,TRUE,FALSE,English,https://www.twitch.tv/sayanoe/about,2200,"Sep 1, 2018",5500,37.17
RO0PE,342,https://static-cdn.jtvnw.net/jtv_user_pictures/6d2861ed-9f35-4cac-82d7-d11a008d5a0e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1942065,19965,1557,97,17648,TRUE,TRUE,English,https://www.twitch.tv/RO0PE/about,3800,"Sep 7, 2018",9500,110.92
MahetiRecords,343,https://static-cdn.jtvnw.net/jtv_user_pictures/26d2f98c-05a7-46a9-8e26-5a4933943210-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1925865,17175,412,112,8260,FALSE,FALSE,German,https://www.twitch.tv/MahetiRecords/about,256,"Jun 17, 2016",640,95.42
Dj_Descent,346,https://static-cdn.jtvnw.net/jtv_user_pictures/035a2d43-5b88-4396-9a2b-dbeb742a5cb0-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1918875,27270,198,70,2950,FALSE,TRUE,English,https://www.twitch.tv/Dj_Descent/about,179,"Apr 22, 2015",447.5,151.50
xmerghani,347,https://static-cdn.jtvnw.net/jtv_user_pictures/47674a51-c091-4f38-81f4-fe0a5f64cbed-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1904040,495,5961,3847,157355,TRUE,FALSE,Polish,https://www.twitch.tv/xmerghani/about,1175,"Jul 8, 2014",2937.5,2.75
DanDrumStone,352,https://static-cdn.jtvnw.net/jtv_user_pictures/16707225-6484-4119-b16e-a8efd58c6397-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1889370,10980,7029,172,43363,TRUE,FALSE,English,https://www.twitch.tv/DanDrumStone/about,454,"Jul 27, 2015",1135,61.00
ColleenDaunceyMusic,354,https://static-cdn.jtvnw.net/jtv_user_pictures/59f8039a-a588-42d7-b420-9b16c1879354-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1885470,11670,949,162,14608,TRUE,FALSE,English,https://www.twitch.tv/ColleenDaunceyMusic/about,139,"Dec 31, 2020",347.5,64.83
JulienBelhumeur,355,https://static-cdn.jtvnw.net/jtv_user_pictures/13a32868-614d-458f-b724-01d4f9bad171-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1881765,10590,907,178,24456,TRUE,FALSE,English,https://www.twitch.tv/JulienBelhumeur/about,365,"Feb 7, 2019",912.5,58.83
TylerLevsMusic,356,https://static-cdn.jtvnw.net/jtv_user_pictures/be5efc15-14c5-4a0d-aa16-63bcb68b406c-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1862100,28740,603,65,24266,TRUE,FALSE,English,https://www.twitch.tv/TylerLevsMusic/about,486,"Nov 19, 2016",1215,159.67
CG5Music,357,https://static-cdn.jtvnw.net/jtv_user_pictures/0bde91cb-9e9d-4e60-97f9-d4603f2b5d18-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1857615,2355,1728,789,131060,TRUE,FALSE,English,https://www.twitch.tv/CG5Music/about,35,"Nov 27, 2015",87.5,13.08
xth0rek,359,https://static-cdn.jtvnw.net/jtv_user_pictures/d28f1eee-596c-4f89-88c4-5ae2b787e5b2-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1840035,360,6980,5111,227783,TRUE,FALSE,Polish,https://www.twitch.tv/xth0rek/about,1024,"Aug 22, 2014",2560,2.00
EnricoSilvestrin,361,https://static-cdn.jtvnw.net/jtv_user_pictures/95a240b0-048f-44ec-bcba-5affecfb884e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1827690,17715,396,103,6219,TRUE,FALSE,Italian,https://www.twitch.tv/EnricoSilvestrin/about,473,"Oct 1, 2016",1182.5,98.42
ExLibrisOfficial,362,https://static-cdn.jtvnw.net/jtv_user_pictures/0d769c52-713f-40f8-b429-427084772478-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1824615,12780,383,143,6829,TRUE,FALSE,English,https://www.twitch.tv/ExLibrisOfficial/about,314,"Feb 1, 2018",785,71.00
omgloudmouth,365,https://static-cdn.jtvnw.net/jtv_user_pictures/229f2e80-39eb-45b5-a47a-27b1ca5da61e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1815615,7335,2148,248,20291,TRUE,FALSE,English,https://www.twitch.tv/omgloudmouth/about,1456,"Sep 23, 2020",3640,40.75
AndyTheFrenchy,366,https://static-cdn.jtvnw.net/jtv_user_pictures/eaeba04e-9ba7-4550-a67a-274cdcba5978-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1814520,9405,646,193,23999,TRUE,FALSE,English,https://www.twitch.tv/AndyTheFrenchy/about,258,"Oct 17, 2018",645,52.25
ViciousCode,370,https://static-cdn.jtvnw.net/jtv_user_pictures/2e8f7e93-9a4d-4089-8e7c-d5357949a705-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1798050,18900,381,95,3881,TRUE,FALSE,English,https://www.twitch.tv/ViciousCode/about,174,"Nov 14, 2013",435,105.00
iyamaCat,371,https://static-cdn.jtvnw.net/jtv_user_pictures/9f134aad-47a1-4247-8740-77e3202de72d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1796895,5895,585,305,13341,TRUE,TRUE,English,https://www.twitch.tv/iyamaCat/about,226,"Jul 31, 2019",565,32.75
jasmin_music,372,https://static-cdn.jtvnw.net/jtv_user_pictures/7d1e1682-9db5-4dee-9652-cd0fbc512fce-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100,1792155,7320,522,245,22312,TRUE,FALSE,English,https://www.twitch.tv/jasmin_music/about,600,"Jul 17, 2017",1500,40.67
DJFranzen,373,https://static-cdn.jtvnw.net/jtv_user_pictures/a41183a7-8d97-4cd4-a107-de0d9afb4434-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1787955,10380,524,172,44034,TRUE,TRUE,English,https://www.twitch.tv/DJFranzen/about,289,"Mar 21, 2020",722.5,57.67
djEvangel,374,https://static-cdn.jtvnw.net/jtv_user_pictures/f53f61ae-bf4e-4ed1-9044-0e6abc037990-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1786815,15945,493,112,4185,FALSE,TRUE,German,https://www.twitch.tv/djEvangel/about,292,"Apr 5, 2020",730,88.58
studimusic,375,https://static-cdn.jtvnw.net/jtv_user_pictures/bc919f7f-1f22-487f-add9-5b962a08ebbc-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1782960,11100,476,161,10608,TRUE,TRUE,German,https://www.twitch.tv/studimusic/about,3400,"Sep 12, 2014",8500,61.67
DjAristotle,378,https://static-cdn.jtvnw.net/jtv_user_pictures/784f01c7-ceb6-408e-884e-16be3b6a76b6-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1759395,18000,244,98,8916,TRUE,FALSE,English,https://www.twitch.tv/DjAristotle/about,509,"May 3, 2020",1272.5,100.00
AliceVerano_DJ,380,https://static-cdn.jtvnw.net/jtv_user_pictures/89f43f6e-1e9e-457c-b645-13a8a05563da-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1751355,9645,626,182,11408,TRUE,FALSE,English,https://www.twitch.tv/AliceVerano_DJ/about,181,"May 11, 2020",452.5,53.58
VinylJunkies,381,https://static-cdn.jtvnw.net/jtv_user_pictures/98378228-e64b-4150-b6ad-78acd10f8e36-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1747650,30645,406,57,7687,FALSE,TRUE,English,https://www.twitch.tv/VinylJunkies/about,48,"Oct 10, 2017",120,170.25
Anjuna,382,https://static-cdn.jtvnw.net/jtv_user_pictures/693f65e8-33a4-46a3-ab89-9b79b19afb38-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1741470,4770,1098,365,106121,TRUE,FALSE,English,https://www.twitch.tv/Anjuna/about,1800,"Mar 30, 2015",4500,26.50
CaptainHorren,383,https://static-cdn.jtvnw.net/jtv_user_pictures/c94c9cac-547b-4ae0-9f6e-20d6db495ecd-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1741005,8880,831,196,19981,FALSE,TRUE,German,https://www.twitch.tv/CaptainHorren/about,401,"Mar 6, 2012",1002.5,49.33
DJMISSILE,384,https://static-cdn.jtvnw.net/jtv_user_pictures/7b12ce7f-c8f4-4627-a2e8-3ab4de710a6e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1730910,19290,1405,90,11457,TRUE,TRUE,English,https://www.twitch.tv/DJMISSILE/about,138,"Jun 20, 2019",345,107.17
NoemiBlack,387,https://static-cdn.jtvnw.net/jtv_user_pictures/c197959d-62bd-40d0-a7b8-0e49db205e44-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1704720,10500,563,162,9023,TRUE,FALSE,English,https://www.twitch.tv/NoemiBlack/about,204,"Feb 3, 2021",510,58.33
EYESHAofficial,388,https://static-cdn.jtvnw.net/jtv_user_pictures/81fce6cb-b37c-44a9-8c5c-03e7d4a15404-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1701855,17565,439,97,9971,TRUE,FALSE,English,https://www.twitch.tv/EYESHAofficial/about,414,"Aug 14, 2020",1035,97.58
NathanV,389,https://static-cdn.jtvnw.net/jtv_user_pictures/30c64fd4-7f92-440e-b349-27d4cb28a5d4-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1701780,7575,15694,225,6120,FALSE,FALSE,English,https://www.twitch.tv/NathanV/about,50,"Oct 27, 2014",125,42.08
Arilyna,390,https://static-cdn.jtvnw.net/jtv_user_pictures/88a3de5c-faea-469c-8b84-a14a45d3488f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1698285,5670,993,300,48419,TRUE,FALSE,English,https://www.twitch.tv/Arilyna/about,1800,"Jul 11, 2015",4500,31.50
welcome2bishu,392,https://static-cdn.jtvnw.net/jtv_user_pictures/a8305d28-3378-4a97-acd2-78196b5dac84-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1695405,9855,1821,172,24390,TRUE,FALSE,English,https://www.twitch.tv/welcome2bishu/about,910,"Apr 23, 2016",2275,54.75
ChrisPunsalan,393,https://static-cdn.jtvnw.net/jtv_user_pictures/802651ca-f12b-4b4a-af70-3195906e46af-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1688955,11865,1973,142,6518,TRUE,FALSE,English,https://www.twitch.tv/ChrisPunsalan/about,216,"Apr 18, 2020",540,65.92
ALEX_AGORE,394,https://static-cdn.jtvnw.net/jtv_user_pictures/9f8caa9b-a3fa-4bfe-8401-9f16cd3b97ac-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1660635,24090,143,69,3246,FALSE,FALSE,English,https://www.twitch.tv/ALEX_AGORE/about,242,"Nov 12, 2020",605,133.83
djMoases,395,https://static-cdn.jtvnw.net/jtv_user_pictures/5ffcdb36-1835-454c-94c5-bbd2a6514173-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1658280,22650,256,73,4104,FALSE,FALSE,English,https://www.twitch.tv/djMoases/about,185,"Nov 25, 2014",462.5,125.83
LanaDJ,396,https://static-cdn.jtvnw.net/jtv_user_pictures/e5d0f501-44e9-4685-bb54-d4769cf662ee-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1657410,14775,337,112,6808,FALSE,FALSE,English,https://www.twitch.tv/LanaDJ/about,546,"Mar 6, 2021",1365,82.08
luckraok,398,https://static-cdn.jtvnw.net/jtv_user_pictures/b542bc6a-fe9e-436c-ada6-3ee99b47b2db-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1651500,1950,1669,847,368390,TRUE,TRUE,Spanish,https://www.twitch.tv/luckraok/about,35,"Mar 17, 2020",87.5,10.83
atypiano,400,https://static-cdn.jtvnw.net/jtv_user_pictures/61a6972b-0cfb-463b-bb32-1d37ea3c418e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1641345,8520,3870,193,2268,FALSE,FALSE,English,https://www.twitch.tv/atypiano/about,38,"Aug 5, 2020",95,47.33
TechnoConnectsPeople,402,https://static-cdn.jtvnw.net/jtv_user_pictures/1307b1fe-2ec7-4627-9f3a-997745a069b5-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1639110,50175,330,33,6226,FALSE,TRUE,German,https://www.twitch.tv/TechnoConnectsPeople/about,107,"Nov 13, 2020",267.5,278.75
MitchBruzzese,403,https://static-cdn.jtvnw.net/jtv_user_pictures/70d3c42e-9328-4e94-b4b3-f521fce290f4-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1638075,8625,408,190,24974,TRUE,FALSE,English,https://www.twitch.tv/MitchBruzzese/about,3400,"Mar 8, 2017",8500,47.92
cactusroom,409,https://static-cdn.jtvnw.net/jtv_user_pictures/f462dc90-41a6-4d09-aead-5e8be9d7606c-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1599765,34065,379,47,11006,FALSE,FALSE,English,https://www.twitch.tv/cactusroom/about,55,"Jan 2, 2019",137.5,189.25
TheKidSeanMac,414,https://static-cdn.jtvnw.net/jtv_user_pictures/7d889061-534c-4f54-b894-950890a0d926-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1580400,5100,493,310,15347,FALSE,TRUE,English,https://www.twitch.tv/TheKidSeanMac/about,94,"May 23, 2020",235,28.33
Phil_Luna,415,https://static-cdn.jtvnw.net/jtv_user_pictures/5e179e9a-0d6c-46b4-861c-ab3c356bbc49-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1577460,10920,2774,144,2897,FALSE,FALSE,English,https://www.twitch.tv/Phil_Luna/about,134,"Sep 4, 2020",335,60.67
char_dj,417,https://static-cdn.jtvnw.net/jtv_user_pictures/f48daf2b-83e9-4856-b1ac-00aaa58033a6-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1564665,15660,392,100,4442,TRUE,TRUE,English,https://www.twitch.tv/char_dj/about,348,"Mar 25, 2021",870,87.00
DJSkoge,418,https://static-cdn.jtvnw.net/jtv_user_pictures/79fbd905-e77f-4166-8f78-d8e71a2d8d57-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100,1564545,4560,692,343,26584,TRUE,TRUE,Danish,https://www.twitch.tv/DJSkoge/about,150,"Dec 7, 2017",375,25.33
DJNickStyles,419,https://static-cdn.jtvnw.net/jtv_user_pictures/7642194f-0907-40b0-924b-a00b05d72994-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1562955,11835,229,132,12479,TRUE,TRUE,English,https://www.twitch.tv/DJNickStyles/about,288,"Apr 22, 2020",720,65.75
vickypsarakis,422,https://static-cdn.jtvnw.net/jtv_user_pictures/147bd459-917f-469f-b287-7a90b687e9f1-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1559115,5955,3251,262,5742,TRUE,FALSE,English,https://www.twitch.tv/vickypsarakis/about,68,"May 20, 2020",170,33.08
iacobeats,426,https://static-cdn.jtvnw.net/jtv_user_pictures/d936e342-ab52-4810-b8a9-a4a411472991-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1548495,4425,3213,350,19231,FALSE,TRUE,English,https://www.twitch.tv/iacobeats/about,823,"Sep 27, 2018",2057.5,24.58
DJRayDomingo,428,https://static-cdn.jtvnw.net/jtv_user_pictures/2e145486-8226-46ac-90f1-ad68f9468080-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1538505,19935,227,77,13126,TRUE,TRUE,English,https://www.twitch.tv/DJRayDomingo/about,143,"Mar 29, 2020",357.5,110.75
MiltonTPike1,430,https://static-cdn.jtvnw.net/jtv_user_pictures/4241136033a90b93-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100,1533585,5250,779,292,271835,TRUE,FALSE,English,https://www.twitch.tv/MiltonTPike1/about,10000,"Apr 13, 2017",25000,29.17
DJScene,432,https://static-cdn.jtvnw.net/jtv_user_pictures/9a622846-84c2-4c90-be69-8f197dd8f546-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1520415,7020,700,217,18920,TRUE,FALSE,English,https://www.twitch.tv/DJScene/about,124,"Apr 4, 2020",310,39.00
